source_file,start_s,end_s,pe,wpe,mpe_scale_1,mpe_scale_2,mpe_scale_3,mpe_scale_4,mpe_scale_5,basic_mean,basic_std,basic_rms,basic_max,basic_min,label
eruption.npy,50.0,60.0,0.7336286133768366,0.5740305917105775,0.7336286133768366,0.9330018989405263,0.9788046763828665,0.9922665708693366,0.957034441915268,-0.0005600951778690018,0.5646610175148609,0.5646612952979213,1.506464364480047,-1.35142919849557,1.0
eruption.npy,55.0,65.0,0.7333402725227961,0.5741412431621098,0.7333402725227961,0.9437381250144188,0.9857035827803551,0.9850526409290907,0.9708726953458203,-0.00314612576422838,0.5537570391751756,0.5537659763324047,1.1996725922903135,-1.35142919849557,1.0
eruption.npy,60.0,70.0,0.7400227248177601,0.5840708911483754,0.7400227248177601,0.9551740741760948,0.9869708944886812,0.9740451974343711,0.9709118633516572,-0.006281120757600135,0.545613010720401,0.5456491637905734,1.1691257221213123,-1.177299647700337,1.0
eruption.npy,65.0,75.0,0.7341158160918618,0.5844429563456042,0.7341158160918618,0.9531142625058326,0.9894135645685369,0.9820763520619752,0.9662855801519669,-0.00035765539272124156,0.5687815691354049,0.5687816815839917,1.5964796725959591,-1.2114206872674271,1.0
eruption.npy,70.0,80.0,0.7363644334790981,0.5845581649989284,0.7363644334790981,0.9389261013414305,0.9827675846903567,0.9849970373724053,0.9620004574449037,-0.0016852608876675673,0.5779497144901447,0.5779521715362778,1.5964796725959591,-1.3734136339248664,1.0
eruption.npy,75.0,85.0,0.7474455554658588,0.5802018687902616,0.7474455554658588,0.9286651332905541,0.9761358705066414,0.962756383967221,0.9464649118770773,-0.0059818766060842,0.5650865834994768,0.565118243997521,1.4250346266203178,-1.3734136339248664,1.0
eruption.npy,80.0,90.0,0.7417999604264738,0.5613904312099064,0.7417999604264738,0.9230200623030641,0.9657159435445878,0.9296611728340363,0.9314618470926948,6.036233083157327e-05,0.5743457503844616,0.574345753556428,1.3312853626671837,-1.3665320510480519,1.0
eruption.npy,85.0,95.0,0.741071214871223,0.5507618317583025,0.741071214871223,0.9179306748414946,0.9450431527360138,0.9220686047230676,0.8817426252252267,-0.003005247123754003,0.6045812626375345,0.6045887318191353,1.3256210696799926,-1.6185276785786504,1.0
eruption.npy,90.0,100.0,0.7253795693263617,0.5331335632516809,0.7253795693263617,0.9050527929551938,0.9294430339505275,0.867513304013355,0.8433685018403173,-0.002459690999645062,0.6531435579718408,0.6531481894638682,1.860282045393684,-1.683627917424117,1.0
eruption.npy,95.0,105.0,0.6978986633534205,0.49381990781873614,0.6978986633534205,0.8525717140621808,0.8380142374755163,0.7903617003155528,0.7833141239717599,-0.0035730306479933916,0.7237737852653304,0.7237826046440439,1.860282045393684,-1.6897327842172138,1.0
eruption.npy,100.0,110.0,0.6742893225629956,0.43814927731918885,0.6742893225629956,0.7919877929735558,0.77513072490719,0.7580711972116656,0.7516511573135135,-0.004701472334520041,0.8311831643052908,0.8311964608121646,1.8603781511109696,-1.9696862055481068,1.0
eruption.npy,105.0,115.0,0.6411150371731352,0.39442789202988643,0.6411150371731352,0.7144183274677133,0.7136386075496594,0.7218466375679157,0.7439684718266408,-0.0027044109389039476,0.9812147192978508,0.9812184462214754,2.310495419618272,-2.2381116124985443,1.0
eruption.npy,110.0,120.0,0.5873723924942926,0.35679937194419303,0.5873723924942926,0.6328070933880392,0.6604352768117502,0.6770938845645095,0.7439597688851012,-0.0024709595660280855,1.1421514142060576,1.1421540870714748,2.3925106162729692,-2.6003774702634264,1.0
eruption.npy,115.0,125.0,0.5270010248387954,0.31329722859840264,0.5270010248387954,0.5984239644717709,0.6332661868192546,0.6728455999289346,0.7272374375271593,-0.002680374346175917,1.316433211413379,1.316435940150062,2.7467728657164368,-2.614883602423397,1.0
eruption.npy,120.0,130.0,0.5074473394123792,0.2959515331996277,0.5074473394123792,0.6022021480818762,0.6415807506753801,0.6844904105642363,0.7120185499499952,-0.0047269039047146254,1.4845871961363732,1.484594721313727,3.071586496311909,-2.8715717219255894,1.0
eruption.npy,125.0,135.0,0.49360182540942255,0.3071314436068299,0.49360182540942255,0.5886584716019433,0.6088110421813648,0.6810503773222357,0.7051334855845319,-0.005708719322238721,1.6629609022654306,1.6629707008663004,3.432548713383882,-3.3432560901161557,1.0
eruption.npy,130.0,140.0,0.4754131475257882,0.29244152677083335,0.4754131475257882,0.5703975931635455,0.6130897076088394,0.6849398666882058,0.7093474511218644,-0.007115152731526535,1.842230939600402,1.8422446797913063,3.432548713383882,-3.700976606712178,1.0
eruption.npy,135.0,145.0,0.4610894611490834,0.27059139200761856,0.4610894611490834,0.5724129360050242,0.6360889970527452,0.6875364522160804,0.7102373626444283,-0.0028182002961556095,1.9645970307509109,1.9645990520938883,3.5868062439018393,-3.700976606712178,1.0
eruption.npy,140.0,150.0,0.43984048198624176,0.2648296745752819,0.43984048198624176,0.5576416708729405,0.6018496537482253,0.6774942595582152,0.7099915027854067,-0.006051188455298231,2.042946849371343,2.042955811132003,3.78804540430003,-3.7594185071481463,1.0
eruption.npy,145.0,155.0,0.4404445357555267,0.26258898886251514,0.4404445357555267,0.544426514469274,0.6149934089297698,0.6674074919151426,0.7150512634199799,0.0038219642249603327,2.062385595600362,2.0623891369841907,3.78804540430003,-3.7594185071481463,1.0
eruption.npy,150.0,160.0,0.44701068683419587,0.264316691549771,0.44701068683419587,0.5459466770683286,0.6174217400745639,0.6719688114269515,0.7153607187551184,0.0017608462396171874,2.032425938336862,2.032426701114693,3.6452221232176165,-3.8470798765636243,1.0
eruption.npy,155.0,165.0,0.43524517065633145,0.26203575046786587,0.43524517065633145,0.5503738686924744,0.6222704750778727,0.6786654157842148,0.7069354256797491,-0.003775659413505636,1.9743793285838669,1.9743829387287783,3.591909548486596,-3.8470798765636243,1.0
eruption.npy,160.0,170.0,0.47187494140133524,0.26916330728871923,0.47187494140133524,0.5539799635416363,0.6124082403673814,0.6684748693881483,0.6959744076765262,0.0018679453000084508,1.834071861459373,1.8340728126812997,3.427468079340971,-3.3250219317439114,1.0
eruption.npy,165.0,175.0,0.4997970392557259,0.2874237994584619,0.4997970392557259,0.5702258439841533,0.614170075001047,0.6681095372722579,0.7103930395375111,0.007194975051814751,1.6635065182313236,1.6635220779611244,3.199072824714236,-3.1977990551560014,1.0
eruption.npy,170.0,180.0,0.5206658250859605,0.31272970068244876,0.5206658250859605,0.5977391897414341,0.6374362423463953,0.6841901673788201,0.7310608769129877,0.0013312022041345984,1.507622081508002,1.5076226692212573,3.199072824714236,-3.042410395997828,1.0
eruption.npy,175.0,185.0,0.5429761903893644,0.32803036056244955,0.5429761903893644,0.623687147601344,0.637426194607988,0.6876211882442537,0.7301108921504795,0.0023260786655178406,1.3276421026367717,1.3276441403236587,2.9640801980695954,-3.042410395997828,1.0
eruption.npy,180.0,190.0,0.5765403557625728,0.3469139597673382,0.5765403557625728,0.6665556911463372,0.6913421108306195,0.7056453897241676,0.745964101084948,0.010494395908670882,1.1561635207996228,1.1562111481789423,2.5055489989178197,-2.415659932431221,1.0
eruption.npy,185.0,195.0,0.6353413123208377,0.39589164456686843,0.6353413123208377,0.7396057958637279,0.7139153366503591,0.7024396742869834,0.7457680928930369,-4.63783224116554e-06,0.9866439656459406,0.9866439656568409,2.165631791630408,-2.415659932431221,1.0
eruption.npy,190.0,200.0,0.6766173506342803,0.4613900579516888,0.6766173506342803,0.8247849755956935,0.8090634467556351,0.753474192809033,0.7654274482755331,0.0010521352675317743,0.8325244031888595,0.8325250680271361,1.8662452798172626,-2.3088221217614207,1.0
eruption.npy,195.0,205.0,0.7043338470889812,0.5014387865047959,0.7043338470889812,0.8714563625938292,0.8415758188486413,0.778833420001607,0.7775083598275477,-0.0011038302907321197,0.7526238039222906,0.7526246133842349,1.834658846388056,-1.7181254917554218,1.0
eruption.npy,200.0,210.0,0.7195307041896851,0.5305723749265179,0.7195307041896851,0.8854480876642807,0.8745285573825672,0.8434479047359764,0.8237553264869006,-0.0024371393118288653,0.6746795462478486,0.6746839480625193,1.834658846388056,-1.6566231310655442,1.0
eruption.npy,205.0,215.0,0.7182673266810197,0.5507042200494292,0.7182673266810197,0.9089563931665593,0.9421500905924831,0.9106362888073065,0.8884630595350477,0.006509267533928792,0.6173788749273434,0.6174131888536077,1.6594863530235886,-1.7722031043532422,1.0
eruption.npy,210.0,220.0,0.7321258376176449,0.5721337162309604,0.7321258376176449,0.9351721953607596,0.9774999578127799,0.9549228832456346,0.9150240785452156,0.010593010038076351,0.5910854745746978,0.5911803871195852,1.6594863530235886,-1.7722031043532422,1.0
eruption.npy,215.0,225.0,0.7439072319551051,0.593921443120753,0.7439072319551051,0.9459142573261166,0.984444533238668,0.9756141107170466,0.914031423374532,-0.005395435295138384,0.5472418581590927,0.5472684551876168,1.1322612524588573,-1.564078541781072,1.0
eruption.npy,220.0,230.0,0.7432337331053351,0.594987768202091,0.7432337331053351,0.945273431683813,0.9786572063016263,0.9813262176813218,0.9511981811539396,-0.005804082231969978,0.5372534771378907,0.5372848276913368,1.2250759132752116,-1.1573428382714732,1.0
eruption.npy,225.0,235.0,0.7374757894890539,0.5907168345195398,0.7374757894890539,0.9537329931158804,0.9743604290792841,0.981642360698186,0.9568381837769706,0.006317236976344603,0.548232590476464,0.5482689857574926,1.2250759132752116,-1.2976627965747236,1.0
eruption.npy,230.0,240.0,0.7305452253273715,0.582933672188157,0.7305452253273715,0.942486055740075,0.9862419859275985,0.9708241433231224,0.9335690091158843,0.0021375485069247873,0.5487181713872648,0.5487223348144333,1.3925402827190108,-1.2976627965747236,1.0
eruption.npy,235.0,245.0,0.7326267708642034,0.577441461417899,0.7326267708642034,0.9453108985467169,0.9793950058716883,0.9755440985221884,0.9561343406133191,-0.0015551428347103525,0.5499970194481694,0.5499992180640864,1.3925402827190108,-1.1886197062346158,1.0
eruption.npy,240.0,250.0,0.7277017428141167,0.5703322547473453,0.7277017428141167,0.9408663394219096,0.9833219554258252,0.9751791010467569,0.9768724299457641,0.007565785307432236,0.546747239994853,0.5467995844450758,1.2776953381935716,-1.4566337249021453,1.0
eruption.npy,245.0,255.0,0.7276302708158146,0.572527840587148,0.7276302708158146,0.9411629363977817,0.9863674983874487,0.9744498981148756,0.971631219190001,0.006475824662673432,0.5384346395538295,0.5384735809457359,1.2776953381935716,-1.4566337249021453,1.0
eruption.npy,250.0,260.0,0.7420788463807174,0.5926536576508007,0.7420788463807174,0.9489271351573171,0.9896018440765548,0.9848138336697004,0.9593296334527546,-0.0020426571650545354,0.5412624167415241,0.5412662710950769,1.1616360629729086,-1.2473888533153443,1.0
eruption.npy,255.0,265.0,0.7422017700959236,0.5878766438617721,0.7422017700959236,0.9444530686911506,0.9871018129836698,0.9905421335510957,0.9663111651047829,-0.008142028781032153,0.5539231988060532,0.553983034765688,1.2720601323219454,-1.6344963608745886,1.0
eruption.npy,260.0,270.0,0.7406488858067929,0.5789601069226803,0.7406488858067929,0.9495656130292521,0.9798086519090722,0.9819206409167961,0.965562827643869,-0.0013968029805296424,0.5545046096312791,0.5545063689092342,1.2720601323219454,-1.6344963608745886,1.0
eruption.npy,265.0,275.0,0.736856537620813,0.5879036852613158,0.736856537620813,0.9540259511136738,0.9890149438095636,0.9743135814902979,0.9523530058258063,0.00886195955314465,0.5520560965530453,0.552127220908829,1.1914340764959261,-1.1820109100511127,1.0
eruption.npy,270.0,280.0,0.736291030315024,0.593800462956215,0.736291030315024,0.9516587582630586,0.992153746550581,0.9807709225891262,0.9627082612664009,0.004714841962825254,0.5445060290781918,0.5445264414491137,1.0936910665804647,-1.1820109100511127,1.0
eruption.npy,275.0,285.0,0.7398656163825069,0.5811427356653908,0.7398656163825069,0.9461558826676422,0.98887135116189,0.990929467246151,0.9615604124828504,-0.0007464533179818105,0.5364125790465285,0.5364130984156746,1.174031899144921,-1.208843733831482,1.0
eruption.npy,280.0,290.0,0.7387347287358119,0.5728615086708994,0.7387347287358119,0.9415855533471773,0.9870966772027044,0.9769702849215206,0.978925247408204,0.008278416769563961,0.5439473566977107,0.5440103482863512,1.20045584451842,-1.208843733831482,1.0
eruption.npy,285.0,295.0,0.73212928515372,0.5828479021729799,0.73212928515372,0.9451464431132471,0.9930855096057432,0.9717962249167534,0.9696370287115436,-0.010414526660255514,0.5525293263578434,0.552627468418834,1.2508177287734796,-1.4134902881578126,1.0
eruption.npy,290.0,300.0,0.7398926418265612,0.5961759667296853,0.7398926418265612,0.9575800718649112,0.9872194866302658,0.977003226638286,0.9574536237278869,0.01220965976729911,0.5667751449637866,0.5669066419970351,1.387361156657036,-1.4134902881578126,1.0
background.npy,0.0,10.0,0.7363310263751218,0.5890387184321729,0.7363310263751218,0.9419898269159948,0.9864388369443743,0.9716345746552966,0.9607011129519164,-0.01780112748746612,1.0087024751563884,1.0088595360735058,2.2904016377843104,-2.07440294582241,0.0
background.npy,5.0,15.0,0.7309609629521683,0.5796558076637203,0.7309609629521683,0.9341876441946142,0.9928016977699179,0.9866000088668867,0.9779789671095441,-0.016448262772123797,1.0102972832117545,1.0104311682708884,2.3868995430135476,-2.3711927290737718,0.0
background.npy,10.0,20.0,0.7311671478610183,0.5719382425495095,0.7311671478610183,0.9479523580363769,0.9890427360877514,0.9785945522066196,0.9693169040184006,-0.00111667851065134,0.9896351113821379,0.9896357413974257,2.387434606837667,-2.3711927290737718,0.0
background.npy,15.0,25.0,0.7465916688578031,0.5799255719541496,0.7465916688578031,0.9495466313377879,0.9811418916224117,0.9789383079514714,0.9517712143026098,-0.0053817864036404045,1.0110175521033282,1.0110318759989225,2.387434606837667,-1.986737790674064,0.0
background.npy,20.0,30.0,0.7571395272400238,0.5956476610041128,0.7571395272400238,0.9454815703350368,0.9843325553106367,0.9825799547161801,0.9525098840238831,-0.003957673887337307,0.9883591166273052,0.9883670404272422,2.3144838205576117,-1.9952336222296587,0.0
background.npy,25.0,35.0,0.7639073892775189,0.6093866376165594,0.7639073892775189,0.9509795141305186,0.9808086748430921,0.9738515523526036,0.9682832753813776,0.011591150362110085,0.9527594557796973,0.952829961401478,1.934720759605035,-1.9952336222296587,0.0
background.npy,30.0,40.0,0.7470266271984929,0.6014415137555357,0.7470266271984929,0.9457461768833647,0.9823065629489195,0.9697367029616856,0.9557507862347309,-0.011581034684767302,1.0101751020690015,1.0102414845988494,2.3549364869984104,-2.342732426302786,0.0
background.npy,35.0,45.0,0.741325730519351,0.5885248305603452,0.741325730519351,0.9404984631213973,0.982954644602875,0.9800544131000046,0.9401810147806445,-0.010347495114288847,1.0351801833045802,1.0352318979637578,2.3549364869984104,-2.342732426302786,0.0
background.npy,40.0,50.0,0.7483389957288832,0.5928572354795334,0.7483389957288832,0.9500438676345265,0.9929099864078329,0.9791494775195889,0.9447654536915748,-0.005397350839522175,1.0012364493269992,1.001250996931849,2.3972538455881014,-2.1359428283622086,0.0
background.npy,45.0,55.0,0.7450326720518564,0.5897031747547911,0.7450326720518564,0.9487369491480518,0.9909389213470076,0.9814269560235948,0.9731058526160388,-0.0052941898804385375,0.9979991552505902,0.9980131974715475,2.424152193963088,-2.093175667988346,0.0
background.npy,50.0,60.0,0.7405761699603238,0.5753794807844712,0.7405761699603238,0.9346723427323747,0.9907056169045301,0.9870891970033722,0.9624419756052375,0.0036930254002210746,1.0142758434324435,1.0142825666485653,2.424152193963088,-2.4892145956186247,0.0
background.npy,55.0,65.0,0.7475512056042093,0.5773599816054192,0.7475512056042093,0.93385094515561,0.9844241684118522,0.9838055187649978,0.9560282110610158,-0.002259130996835168,1.0014960110776,1.0014985590989158,2.083364878885296,-2.4892145956186247,0.0
background.npy,60.0,70.0,0.7385624712741748,0.5831304549505133,0.7385624712741748,0.9366638401870139,0.9857745696466909,0.9736820315611582,0.9466135283257179,-0.004053155374551892,0.9883727092504719,0.988381019880293,2.0145487025835283,-2.0871048704966015,0.0
background.npy,65.0,75.0,0.7273246085443832,0.5846397516796337,0.7273246085443832,0.9413585362318884,0.9892937788700423,0.9591040039429605,0.9526383585013216,0.002507206396921845,1.009146885173476,1.009149999722165,2.4525488744673516,-2.454103182383289,0.0
background.npy,70.0,80.0,0.7478977281581698,0.5977606650550548,0.7478977281581698,0.9470507230619,0.989118795427923,0.9736831772930454,0.9614967896833464,-0.0026495960437440402,1.0249042169752483,1.0249076418550316,2.4525488744673516,-2.5221211223870346,0.0
background.npy,75.0,85.0,0.7558522867197052,0.5984761233806241,0.7558522867197052,0.9338138981630947,0.9791794051861886,0.9816773984262974,0.9568572362477215,-0.008855944026257362,1.010327265190683,1.0103660774849286,2.335873939976227,-2.5221211223870346,0.0
background.npy,80.0,90.0,0.7453578965291998,0.5798466374498377,0.7453578965291998,0.9340124268538996,0.9728015247018817,0.9793780963942361,0.9550555353117292,-0.0007895688589401573,0.991379236642166,0.9913795510621484,2.4665809684225954,-2.358205231507907,0.0
background.npy,85.0,95.0,0.7368891021266074,0.5699378964746553,0.7368891021266074,0.9429081028496604,0.9840773109351854,0.985302719768813,0.9622144320199381,-0.0014362392928278069,1.0015292404047242,1.0015302702210105,2.4665809684225954,-2.5261460289230855,0.0
background.npy,90.0,100.0,0.7373762621452122,0.5791254094044962,0.7373762621452122,0.9459999427352912,0.9828062642716779,0.9824158940182554,0.9686249609761983,0.0009629199113621212,0.9920257635953926,0.9920262309292924,2.1408062200740234,-2.5261460289230855,0.0
background.npy,95.0,105.0,0.7260260208877437,0.585189509925977,0.7260260208877437,0.9467025483738425,0.9880527211431479,0.9653214317816156,0.968420734257211,-0.004353411327989235,0.9819703649021289,0.981980014937275,2.1408062200740234,-2.1935762649873225,0.0
background.npy,100.0,110.0,0.7274676941938232,0.5737298040095827,0.7274676941938232,0.9391650713770451,0.9893648766612909,0.9759490280942629,0.956521178567143,-0.002283695010879299,0.9732392821907868,0.9732419615194058,1.850506879387198,-2.2577531703081113,0.0
background.npy,105.0,115.0,0.739754948948064,0.5822051623902184,0.739754948948064,0.9376680833095956,0.9857022841594635,0.9702225944694696,0.9592000170852925,0.0048055725429150585,0.9933720703772978,0.9933836941147889,1.9372714295636078,-2.2577531703081113,0.0
background.npy,110.0,120.0,0.7596983011218922,0.6045923286335991,0.7596983011218922,0.9585959974498717,0.9771918293880427,0.9732185620301304,0.9637750151335606,0.002041562782561826,1.006939998647322,1.0069420682712904,2.147586024229516,-2.3890498785698684,0.0
background.npy,115.0,125.0,0.7687291749952482,0.6071256709248603,0.7687291749952482,0.9552668119569188,0.9878404183583736,0.9686743254367025,0.9489596569607678,0.005621702456423648,0.9850628275787378,0.9850788688302712,2.147586024229516,-2.3890498785698684,0.0
background.npy,120.0,130.0,0.75023796369761,0.6007975734166126,0.75023796369761,0.9516650353547639,0.9784632921314599,0.9717295641127804,0.9314813991669115,-0.003852150525625092,0.9796078893949103,0.9796154633469313,2.134223510592506,-2.387622989917485,0.0
background.npy,125.0,135.0,0.7452743094235307,0.5943990174453708,0.7452743094235307,0.9588362473894584,0.9813126868561242,0.9801534181365674,0.9425691600431033,-0.005709725911196713,0.9891851187495281,0.9892015973124483,2.3924352653500525,-2.387622989917485,0.0
background.npy,130.0,140.0,0.7379051596406723,0.5899857719772993,0.7379051596406723,0.9469959983769363,0.9854255488359484,0.986336102839378,0.9423473208134345,-2.3838889523887018e-05,0.9994017802562406,0.9994017805405571,2.3924352653500525,-2.1621957181419336,0.0
background.npy,135.0,145.0,0.7356050647473577,0.5960555974777002,0.7356050647473577,0.9382449447151956,0.9903244900506691,0.9777087317285654,0.9702067574951293,-0.000977199467346665,0.9709571148075965,0.9709576065484482,2.2496577740113777,-2.1621957181419336,0.0
background.npy,140.0,150.0,0.7401990266080688,0.5907284751855046,0.7401990266080688,0.9461118987505958,0.984071999805092,0.9811008162371702,0.9779017843137394,-0.013711449067680561,0.9638898588826325,0.9639873774548694,2.2496577740113777,-2.448601304992733,0.0
background.npy,145.0,155.0,0.7373344439052055,0.584300599497626,0.7373344439052055,0.9514155215485749,0.9853237994319645,0.9827840378798016,0.9622345516833422,0.005777532543748876,1.0016668453240207,1.0016835073533303,2.116354222795836,-2.448601304992733,0.0
background.npy,150.0,160.0,0.7372062547550491,0.5777082100830178,0.7372062547550491,0.9385258093221248,0.9894787159719016,0.9808636583363609,0.9664182679471138,0.005751497786335051,0.9982753110831416,0.998291879384446,2.3796048732396526,-2.1195026024257757,0.0
background.npy,155.0,165.0,0.7404616771032587,0.5757539821604785,0.7404616771032587,0.9315341117129053,0.986861810875224,0.9866965089197908,0.9805759964356978,-0.009741384827770275,0.9779282039917877,0.9779767209606608,2.3796048732396526,-2.1195026024257757,0.0
background.npy,160.0,170.0,0.7490232224280434,0.588855160470419,0.7490232224280434,0.9456096004639255,0.9838339102589626,0.9788542793406062,0.9635788598426276,9.605556870313592e-05,0.97532684676086,0.9753268514909011,1.9912579780113628,-2.286917591032928,0.0
background.npy,165.0,175.0,0.7470764577980586,0.5932985916608253,0.7470764577980586,0.9514742262299106,0.983580027506172,0.9689082792945829,0.9581699921558579,0.007430465094889044,0.9903135144064342,0.9903413899396254,2.1508132505791235,-2.286917591032928,0.0
background.npy,170.0,180.0,0.7371128500448065,0.5903565225483393,0.7371128500448065,0.9532114619853008,0.9866662427002045,0.9864731230883299,0.9657546529150786,-0.0008036303240401139,1.003051982374316,1.0030523043025936,2.1508132505791235,-2.6664047005630525,0.0
background.npy,175.0,185.0,0.729979130902122,0.5912297744901145,0.729979130902122,0.9486719213138282,0.9793730980417684,0.9790154595714177,0.9566801277746787,-0.0027064745138368805,0.9952650762787083,0.9952687561982226,2.08090629063052,-2.6664047005630525,0.0
background.npy,180.0,190.0,0.7216822540127428,0.5852746956289958,0.7216822540127428,0.9418557611956747,0.9823958780851292,0.9723096439708474,0.9642243963103634,0.013941786377405294,0.9937982723007625,0.9938960606800761,2.08090629063052,-2.642631452916845,0.0
background.npy,185.0,195.0,0.7233394685954246,0.5751944896272724,0.7233394685954246,0.929225520457017,0.9881810258185595,0.9834371477967119,0.967197389543559,-0.0006247351815093935,0.987084323698575,0.9870845213990138,2.0982122488376227,-2.642631452916845,0.0
background.npy,190.0,200.0,0.7230702210184502,0.5689124987136824,0.7230702210184502,0.9329745849921506,0.9802209268523909,0.9835728230502094,0.9660978599914367,-0.006743953168007565,1.000258474346259,1.0002812086637627,2.209483154157925,-2.2163299596353823,0.0
background.npy,195.0,205.0,0.7384314755266767,0.5794294021779137,0.7384314755266767,0.9495046059418262,0.9870118442601569,0.9750556647706834,0.9646176516731495,-0.0029495951571571195,1.0271673165970807,1.0271715515905016,2.3503262512894856,-2.2163299596353823,0.0
background.npy,200.0,210.0,0.7336919813170291,0.5856676386742095,0.7336919813170291,0.9430245676868532,0.9746765185603568,0.9805390359782972,0.9564028844125294,-0.009853480600476416,0.9996359301051071,0.9996844921459204,2.3503262512894856,-2.2655626310963735,0.0
background.npy,205.0,215.0,0.7208872711746493,0.5769469174782185,0.7208872711746493,0.9329355067611955,0.986293222927787,0.9784713163602301,0.9328826114889889,0.007734558967598829,1.0093080667047816,1.009337702118457,2.497794409482601,-2.356737413912395,0.0
background.npy,210.0,220.0,0.7342706456078992,0.5879030341748999,0.7342706456078992,0.946952936558349,0.9924793459620773,0.9759112758312453,0.9375731235132837,0.021842893533314794,1.0200138014146496,1.0202476498744175,2.497794409482601,-2.460250178090588,0.0
background.npy,215.0,225.0,0.7523263720925706,0.601304137333646,0.7523263720925706,0.95783924517125,0.9868012766655067,0.9739457975914351,0.94221093010673,-0.013976647692965862,0.9594052875226992,0.9595070882527375,2.323488653360565,-2.460250178090588,0.0
background.npy,220.0,230.0,0.7565764299777915,0.5949720089390323,0.7565764299777915,0.9508086672344866,0.9795465411801441,0.9684265222151424,0.9445187963668034,-0.01250465339522139,0.9540575021025883,0.9541394466611078,2.323488653360565,-2.0864228086458705,0.0
background.npy,225.0,235.0,0.743115362449067,0.5904866071615763,0.743115362449067,0.945390876438401,0.9855878231578162,0.9729024263214371,0.9490881873980676,0.010889173081534692,0.991542748514084,0.9916025394386925,2.205877503672151,-2.276584972140543,0.0
background.npy,230.0,240.0,0.7399263906637606,0.5928535880874263,0.7399263906637606,0.9419740764889952,0.9897416179887685,0.971462112439194,0.9225950733756731,0.0022002665911721522,1.0054498803695942,1.0054522878328456,2.3159206156928858,-2.276584972140543,0.0
background.npy,235.0,245.0,0.7447494029107176,0.5894325876056945,0.7447494029107176,0.9442634178830773,0.9782040648576947,0.9858409223507166,0.9380214386897471,-0.0028233611275240806,1.0054487393583385,1.0054527034352876,2.3159206156928858,-2.03103764621694,0.0
background.npy,240.0,250.0,0.7397893949080345,0.575203016860656,0.7397893949080345,0.9439332534885295,0.9825714305935458,0.9877123405597087,0.9747224104130566,0.010287090846545752,0.9985665674194846,0.9986195540875499,2.2075866122777175,-2.4185848383897364,0.0
background.npy,245.0,255.0,0.7356999049373023,0.5689562217730644,0.7356999049373023,0.944610525977653,0.9652546189451153,0.9856460877044194,0.9683340026383759,0.012180351732674155,0.9897691453085804,0.9898440897298975,2.2075866122777175,-2.4185848383897364,0.0
